message,n_concepts
"(25, 23, 24, 24, 0)",45
"(25, 23, 25, 14, 0)",1
"(25, 24, 24, 24, 0)",117
"(25, 26, 14, 14, 0)",2
"(25, 26, 14, 26, 0)",3
"(25, 26, 26, 26, 0)",12
"(26, 2, 7, 7, 0)",4
"(26, 2, 7, 19, 0)",2
"(26, 2, 7, 20, 0)",1
"(26, 2, 20, 20, 0)",2
"(26, 2, 21, 21, 0)",1
"(26, 2, 26, 20, 0)",2
"(26, 4, 26, 26, 0)",1
"(26, 5, 5, 5, 0)",69
"(26, 5, 26, 5, 0)",7
"(26, 5, 26, 26, 0)",6
"(26, 7, 7, 20, 0)",1
"(26, 13, 13, 13, 0)",11
"(26, 13, 13, 26, 0)",1
"(26, 13, 26, 13, 0)",1
"(26, 13, 26, 26, 0)",3
"(26, 14, 14, 26, 0)",1
"(26, 19, 19, 19, 0)",5
"(26, 20, 20, 20, 0)",37
"(26, 20, 20, 26, 0)",1
"(26, 21, 14, 14, 0)",1
"(26, 21, 21, 21, 0)",4
"(26, 21, 21, 26, 0)",1
"(26, 21, 26, 21, 0)",1
"(26, 21, 26, 26, 0)",3
"(26, 24, 24, 24, 0)",17
"(26, 24, 24, 26, 0)",1
"(26, 24, 26, 24, 0)",1
"(26, 25, 14, 14, 0)",2
"(26, 26, 2, 20, 0)",2
"(26, 26, 5, 5, 0)",10
"(26, 26, 5, 26, 0)",9
"(26, 26, 7, 26, 0)",1
"(26, 26, 13, 13, 0)",2
"(26, 26, 14, 14, 0)",1
"(26, 26, 16, 26, 0)",1
"(26, 26, 19, 19, 0)",4
"(26, 26, 20, 20, 0)",2
"(26, 26, 21, 21, 0)",2
"(26, 26, 24, 24, 0)",16
"(26, 26, 26, 2, 0)",1
"(26, 26, 26, 5, 0)",18
"(26, 26, 26, 13, 0)",3
"(26, 26, 26, 19, 0)",1
"(26, 26, 26, 20, 0)",1
"(26, 26, 26, 21, 0)",2
"(26, 26, 26, 24, 0)",8
"(26, 26, 26, 26, 0)",2884
